entrez,n_g4,bucket,symbol,baseMean
13002,0,0,Dnajc5,553.559447076999
13003,0,0,Vcan,87.48157105549585
13004,0,0,Ncan,5.614715694456265
13006,0,0,Smc3,3931.785028906763
13007,20,4+,Csrp1,708.3503511765039
13008,3,3,Csrp2,722.939273266461
13009,0,0,Csrp3,NA
13010,0,0,Cst3,308.5977950543871
13011,0,0,Cst7,NA
13012,0,0,Cst8,NA
13013,0,0,Cst9,6.297480698286111
13014,15,4+,Cstb,3322.819442042004
13016,8,4+,Ctbp1,1009.9372506230968
13017,0,0,Ctbp2,521.4900047508187
13018,0,0,Ctcf,789.0051865622178
13019,0,0,Ctf1,22.593221076103
13024,0,0,Ctla2a,2.943614484716822
13025,0,0,Ctla2b,1.253885016623462
13026,0,0,Pcyt1a,167.15032297616077
13030,8,4+,Ctsb,742.9730424190227
13032,0,0,Ctsc,144.98181299948098
13033,0,0,Ctsd,309.8847888006569
13034,5,4+,Ctse,NA
13035,13,4+,Ctsg,NA
13036,12,4+,Ctsh,4.070774750549835
13038,0,0,Ctsk,4.617270780886291
13039,0,0,Ctsl,852.163909979555
13040,0,0,Ctss,0.977754680387027
13041,0,0,Ctsw,2.2714147636572593
13043,15,4+,Cttn,693.0733755153782
13046,18,4+,Celf1,1072.497440373074
13047,0,0,Cux1,160.15037796861282
13048,1,1,Cux2,12.061952741413853
13051,0,0,Cx3cr1,NA
13052,0,0,Cxadr,90.26955434173776
13056,2,2,Cyb561,57.317850538690166
13057,0,0,Cyba,127.13308345249892
13058,0,0,Cybb,5.406260689042085
13063,3,3,Cycs,6861.683359916985
13067,0,0,Cyct,171.85078518017258
13070,0,0,Cyp11a1,6.908835288785491
13072,0,0,Cyp11b2,NA
13074,0,0,Cyp17a1,NA
13075,0,0,Cyp19a1,NA
13076,3,3,Cyp1a1,5.188815363393963
13077,3,3,Cyp1a2,2.33910587117154
13078,0,0,Cyp1b1,38.58646205925439
13079,9,4+,Cyp21a1,1.81619453291482
13081,0,0,Cyp24a1,0.7291030934673377
13082,0,0,Cyp26a1,17.364499404180144
13085,23,4+,Cyp2a12,NA
13086,0,0,Cyp2a4,NA
13087,4,4+,Cyp2a5,NA
13088,0,0,Cyp2b10,NA
13089,0,0,Cyp2b13,NA
13090,0,0,Cyp2b19,NA
13094,0,0,Cyp2b9,NA
13095,0,0,Cyp2c29,3.444266281025408
13096,0,0,Cyp2c37,NA
13097,0,0,Cyp2c38,NA
13098,0,0,Cyp2c39,NA
13099,0,0,Cyp2c40,NA
13101,0,0,Cyp2d10,NA
13105,6,4+,Cyp2d9,NA
13106,0,0,Cyp2e1,NA
13107,5,4+,Cyp2f2,0.5526229625394028
13108,0,0,Cyp2g1,NA
13109,0,0,Cyp2j5,NA
13110,0,0,Cyp2j6,9.842675758979055
13112,0,0,Cyp3a11,3.790191630601826
13113,0,0,Cyp3a13,5.846225323009132
13114,0,0,Cyp3a16,NA
13115,23,4+,Cyp27b1,4.805483301352378
13116,0,0,Cyp46a1,1.0819106991714604
13117,0,0,Cyp4a10,2.013102279610644
13118,0,0,Cyp4a12b,2.319273732259813
13119,0,0,Cyp4a14,NA
13120,0,0,Cyp4b1,NA
13121,12,4+,Cyp51,222.58238886940535
13122,0,0,Cyp7a1,NA
13123,0,0,Cyp7b1,16.012675628126235
13124,0,0,Cyp8b1,NA
13131,0,0,Dab1,140.70154377144289
13132,0,0,Dab2,209.1246192473675
13134,0,0,Dach1,0.9105112365129432
13135,0,0,Dad1,1194.7877277479356
13136,0,0,Cd55,28.900762068476485
13137,0,0,Cd55b,NA
13138,3,3,Dag1,1034.637665878356
13139,15,4+,Dgka,617.9950191953473
13142,5,4+,Dao,NA
13143,0,0,Dapk2,2.1798747901708184
13144,15,4+,Dapk3,43.55295788947834
13162,0,0,Slc6a3,NA
13163,0,0,Daxx,997.8413279673854
13164,0,0,Dazl,138.6370780637301
13166,0,0,Dbh,NA
13167,0,0,Dbi,1102.4136885831117
13168,0,0,Dbil5,1.2400186783837248
13169,11,4+,Dbnl,203.49406410215548
13170,0,0,Dbp,13.03155577541254
13171,2,2,Dbt,184.67262709051897
13172,12,4+,Dbx1,NA
13175,0,0,Dclk1,16.41445803084095
13176,0,0,Dcc,18.886904493223447
13177,27,4+,Eci1,242.9393705671464
13178,0,0,Dck,302.07124928531107
13179,0,0,Dcn,0.7802144251857449
13180,0,0,Pcbd1,100.15309126573572
13184,10,4+,Dcpp1,NA
13185,4,4+,Vps26c,90.71261512793042
13190,0,0,Dct,NA
13191,8,4+,Dctn1,455.7838551302871
13193,0,0,Dcx,NA
13194,0,0,Ddb1,1176.9269760192817
13195,6,4+,Ddc,277.5832207535155
13196,0,0,Asap1,193.55698413278017
13197,7,4+,Gadd45a,1955.0449044516336
13198,9,4+,Ddit3,15.648660703246488
13199,0,0,Ddn,1.005660322239782
13200,6,4+,Ddost,504.11444301622873
13202,26,4+,Ddt,311.39678491516054
13204,0,0,Dhx15,3557.0989951723723
13205,2,2,Ddx3x,4403.58678068858
13206,0,0,Ddx4,67.36125850624704
13207,0,0,Ddx5,5000.841966729201
13209,21,4+,Ddx6,957.3041191830038
13211,0,0,Dhx9,2842.9898281086776
13214,0,0,Defb1,NA
13215,0,0,Defb2,NA
13218,0,0,Defa29,NA
13236,0,0,Defa25,NA
13237,0,0,Defa3,NA
13239,0,0,Defa5,NA
13244,0,0,Degs1,510.5819196015172
13340,0,0,Slc29a2,207.84582783913248
13345,19,4+,Twist2,64.28196543046667
13346,17,4+,Des,41.63326861869579
13347,0,0,Dffa,57.963365084734555
13349,0,0,Ackr1,0.8802723060430079
13350,6,4+,Dgat1,36.653552494158866
13353,22,4+,Dgcr6,86.79607354087779
13356,15,4+,Dgcr2,417.20896789153386
13358,5,4+,Slc25a1,808.1819844718289
13360,0,0,Dhcr7,87.89757459263559
13361,2,2,Dhfr,446.0305450141371
13363,12,4+,Dhh,6.734977690236949
13367,3,3,Diaph1,292.9192056699848
13368,15,4+,Dffb,32.412634339552596
13370,7,4+,Dio1,NA
13371,0,0,Dio2,NA
13380,0,0,Dkk1,89.56235729562165
13382,2,2,Dld,202.83444907295228
13383,0,0,Dlg1,1262.9746909300886
13384,2,2,Mpp3,14.501397517296514
13385,0,0,Dlg4,28.396591374131926
13386,0,0,Dlk1,42.72121234769959
13388,0,0,Dll1,5.1477730033430404
13389,18,4+,Dll3,50.38219109039095
13390,7,4+,Dlx1,5.85521461137056
13392,10,4+,Dlx2,66.04700782678367
13393,1,1,Dlx3,8.240963348807494
13394,1,1,Dlx4,NA
13395,20,4+,Dlx5,1.6647976948875003
13396,39,4+,Dlx6,0.832410962783217
13397,30,4+,Dlx6os2,NA
13400,25,4+,Dmpk,115.94358827725767
13401,12,4+,Dmwd,1797.3218895330365
13404,14,4+,Dmc1,55.97387370989864
13405,0,0,Dmd,331.3228353269469
13406,7,4+,Dmp1,NA
13409,0,0,Tmc1,NA
13411,0,0,Dnah11,2.6104102124831807
13417,5,4+,Dnah8,31.369527537618204
13418,0,0,Dnajc1,126.61564494863212
13419,2,2,Dnase1,NA
13421,0,0,Dnase1l3,1.9245399015087472
13423,11,4+,Dnase2a,31.452644098956274
13424,0,0,Dync1h1,269.6420276085649
13426,19,4+,Dync1i1,5.980477787975004
13427,6,4+,Dync1i2,1480.7324071245112
13429,0,0,Dnm1,33.809503548282606
13430,6,4+,Dnm2,276.54379015049443
13433,0,0,Dnmt1,2851.5882428253553
13434,0,0,Trdmt1,80.27175711659113
13435,0,0,Dnmt3a,1090.4588634471293
13436,16,4+,Dnmt3b,1386.1973931303758
13437,12,4+,Dnpep,216.4978706845303
13445,2,2,Cdk2ap1,368.0830826123002
13446,2,2,Doc2a,6.920328204673904
13447,20,4+,Doc2b,0.7618072375431302
13448,39,4+,Dok1,31.706019150760568
13449,0,0,Dok2,72.39422645851192
13476,11,4+,Reep5,225.8447637563181
13478,2,2,Dpagt1,81.25932527532956
13479,20,4+,Dpep1,NA
13480,0,0,Dpm1,300.4426028266842
13481,9,4+,Dpm2,564.5956123251337
13482,0,0,Dpp4,116.17376950854069
13483,0,0,Dpp6,3.2755611618870053
13486,8,4+,Dr1,176.50736518888263
13487,0,0,Slc26a3,NA
13488,0,0,Drd1,NA
13489,2,2,Drd2,NA
13490,2,2,Drd3,NA
13491,0,0,Drd4,1.3996967161742668
13492,0,0,Drd5,NA
13494,2,2,Drg1,601.4558747398735
13495,0,0,Drg2,221.07598501017677
13496,5,4+,Arid3a,188.84496442794384
13497,0,0,Drp2,4.971487174495484
13498,38,4+,Atn1,154.2470773561521
13505,0,0,Dsc1,NA
13506,0,0,Dsc2,119.51742682840516
13507,0,0,Dsc3,1.2943030516499625
13508,0,0,Dscam,0.9475048226282304
13510,0,0,Dsg1a,NA
13511,0,0,Dsg2,312.26102277716325
13512,1,1,Dsg3,NA
13516,0,0,Epyc,NA
13518,0,0,Dst,578.5454215517575
13521,4,4+,Slc26a2,200.9486749933789
13522,0,0,Adam28,NA
13524,0,0,Adam18,NA
13525,0,0,Adam26a,NA
13526,0,0,Adam24,NA
13527,0,0,Dtna,105.88592337148695
13528,0,0,Dtnb,58.93665674839403
13529,0,0,Prl8a2,NA
13531,0,0,Usp17la,44.47476982733838
13532,0,0,Usp17lc,97.42002161638013
13537,0,0,Dusp2,34.14250584829182
13542,7,4+,Dvl1,53.46412240363683
13543,2,2,Dvl2,127.29928799376452
13544,3,3,Dvl3,1160.924999802805
13548,22,4+,Dyrk1a,490.7450892151036
13549,11,4+,Dyrk1b,8.317388360107001
13555,6,4+,E2f1,307.29530250884824
13557,0,0,E2f3,182.73328452259105
13559,0,0,E2f5,205.98221978040027
13560,21,4+,E4f1,68.55322854624715
13586,0,0,Ear1,NA
13587,0,0,Ear2,NA
13589,0,0,Mapre1,3393.797439323664
13590,0,0,Lefty1,156.3164434158228
13591,1,1,Ebf1,78.64247127511632
13592,0,0,Ebf2,2.0044037084022537
13593,0,0,Ebf3,3.745930758707592
13595,0,0,Ebp,96.25789898017788
13599,6,4+,Ecel1,2.4014452369643196
13601,0,0,Ecm1,21.34929842548084
13602,0,0,Sparcl1,NA
13603,2,2,Opn3,4.192783808312963
13605,0,0,Ect2,585.3635922975999
13607,0,0,Eda,8.34470128753403
13608,0,0,Edar,NA
13609,0,0,S1pr1,13.974989011274008
13610,0,0,S1pr3,0.9932104708387264
13611,0,0,S1pr4,3.0366545177666326
13612,0,0,Edil3,2.515588111849822
13614,3,3,Edn1,75.87546921425547
13615,0,0,Edn2,4.349149224654488
13616,20,4+,Edn3,NA
13617,0,0,Ednra,0.9719023551067306
13618,0,0,Ednrb,NA
13619,14,4+,Phc1,1548.543559284891
13626,1,1,Eed,950.8540073387908
13627,0,0,Eef1a1,32603.30729660714
13628,0,0,Eef1a2,2.9321475212906765
13629,20,4+,Eef2,4613.574975966823
13631,0,0,Eef2k,45.940230234763526
13636,15,4+,Efna1,13.267551298552483
13637,42,4+,Efna2,65.57697632473457
13638,0,0,Efna3,89.38653088980394
13639,16,4+,Efna4,105.5442050003627
13640,0,0,Efna5,175.23496827421715
13641,0,0,Efnb1,89.10186780515694
13642,17,4+,Efnb2,237.5460467921677
13643,12,4+,Efnb3,43.74509788336585
13644,7,4+,Efs,80.67577903407226
13645,0,0,Egf,7.00252656214148
13646,28,4+,Klk1b22,NA
13648,0,0,Klk1b9,NA
13649,2,2,Egfr,109.9438830953556
13650,0,0,Rhbdf1,66.22957526948147
13653,14,4+,Egr1,118.52201924399284
13654,3,3,Egr2,1.499208448652965
13655,0,0,Egr3,2.6533690874824076
13656,0,0,Egr4,7.608889984003179
13660,29,4+,Ehd1,551.1205896530365
13661,0,0,Ehf,1.3954841535990516
13663,5,4+,Ei24,460.39491556396274
13664,8,4+,Eif1a,1162.6062168968908
13665,6,4+,Eif2s1,3659.0482240426886
13666,2,2,Eif2ak3,50.40389690156176
13667,2,2,Eif2b4,165.65818271384862
13669,0,0,Eif3a,1900.177262507085
13680,2,2,Ddx19a,609.418408537793
13681,2,2,Eif4a1,6796.540368540051
13682,6,4+,Eif4a2,1340.8016671237629
13684,1,1,Eif4e,3309.665377964737
13685,0,0,Eif4ebp1,1677.8139713714927
13688,1,1,Eif4ebp2,1731.3282800076536
13690,0,0,Eif4g2,16000.448404265506
13706,3,3,Cela2a,4.289994205943601
13709,0,0,Elf1,68.22976302613091
13710,0,0,Elf3,1493.5024450074109
13711,0,0,Elf5,0.6108285660260998
13712,0,0,Elk1,44.163327293347585
13713,0,0,Elk3,103.87870982298598
13714,0,0,Elk4,43.11130946176821
13716,21,4+,Ell,169.53797276276254
13717,8,4+,Eln,27.298163485054165
13722,0,0,Aimp1,376.4011789316218
13723,0,0,Emb,2105.234663733527
13726,0,0,Emd,625.1040429517242
13728,0,0,Mark2,1813.268365177389
13730,0,0,Emp1,626.3004846768725
13731,0,0,Emp2,25.28092174836206
13732,7,4+,Emp3,205.918114310596
13733,12,4+,Adgre1,NA
13796,0,0,Emx1,1.1515051704761785
13797,19,4+,Emx2,4.414450705451236
13798,0,0,En1,25.52023406736021
13799,0,0,En2,81.12913303542616
13800,0,0,Enah,2490.059629816928
13801,0,0,Enam,NA
13803,2,2,Enc1,1422.1473908800774
13804,1,1,Endog,45.49763443856993
13805,23,4+,Eng,42.56466117679708
13806,2,2,Eno1,908.7396790484626
13807,0,0,Eno2,10.39182305953991
13808,12,4+,Eno3,46.453578573991265
13809,1,1,Enpep,0.7266164875617396
13813,0,0,Eomes,199.9374667389778
13819,6,4+,Epas1,148.2443012859991
13821,6,4+,Epb41l1,382.52113840440944
13822,0,0,Epb41l2,663.2230694288528
13823,0,0,Epb41l3,149.18679884763816
13824,0,0,Epb41l4a,611.9489858105247
13828,0,0,Epb42,0.5871759464343131
13829,0,0,Dmtn,390.6596606982092
13830,15,4+,Stom,35.23089963784162
13831,12,4+,Epc1,246.9925864677737
13835,0,0,Epha1,41.11802970500754
13836,31,4+,Epha2,1655.6694928639845
13837,0,0,Epha3,NA
13838,0,0,Epha4,309.73221079593935
13839,0,0,Epha5,NA
13840,0,0,Epha6,NA
13841,28,4+,Epha7,29.62532839737911
13842,9,4+,Epha8,1.1243137883897367
13844,0,0,Ephb2,43.141281575942735
13845,0,0,Ephb3,202.058526747516
13846,24,4+,Ephb4,66.72321229515688
13848,0,0,Ephb6,17.215430466445167
13849,0,0,Ephx1,42.322150773718754
13850,3,3,Ephx2,85.3092642130282
13852,0,0,Stx2,78.52912658666317
13853,0,0,Epm2a,6.165551037918359
13854,0,0,Epn1,799.8810021561794
13855,2,2,Epn2,139.69295949691102
13856,17,4+,Epo,NA
13857,34,4+,Epor,6.172143460735139
13858,16,4+,Eps15,201.8249419321135
13859,0,0,Eps15l1,214.0125834913811
13860,0,0,Eps8,126.82047970919685
13861,6,4+,Epx,2.297006813043772
13863,0,0,Lcn5,NA
13864,14,4+,Nr2f6,122.9427365962146
13865,19,4+,Nr2f1,4.490231772920631
13866,0,0,Erbb2,30.130191682694782
13867,0,0,Erbb3,361.06427627503336
13869,0,0,Erbb4,NA
13870,9,4+,Ercc1,87.35178010058748
13871,1,1,Ercc2,68.67736381468504
13872,0,0,Ercc3,268.8639960047394
13874,0,0,Ereg,NA
13875,0,0,Erf,336.23580438289537
13876,0,0,Erg,2.5610289679615175
13877,12,4+,Erh,70.8049322124655
13884,0,0,Ces1c,NA
13885,0,0,Esd,303.0713851678564
13897,0,0,Ces1e,NA
13909,0,0,Ces3b,NA
13924,21,4+,Ptprv,NA
13929,0,0,Amz2,123.8949304977256
13972,11,4+,Gnb1l,65.03334879522227
13982,0,0,Esr1,0.6755243076409103
13983,4,4+,Esr2,NA
13984,0,0,Esx1,266.4218478178586
13990,0,0,Smarcad1,1248.9871510813794
13992,0,0,Khdrbs3,272.1482653450354
13996,0,0,Etohd2,2.0185706793980085
13998,8,4+,Fgd6,23.008769453730693
13999,0,0,Gm14288,NA
14000,18,4+,Drosha,385.19317000297974
14004,6,4+,Chchd2,10214.086415282092
14007,0,0,Celf2,131.97258759818573
14008,0,0,Etv2,17.894711057761224
14009,18,4+,Etv1,242.2726482184879
14011,0,0,Etv6,113.51888635453024
14012,2,2,Mpzl2,252.3712588485679
14013,0,0,Mecom,19.517262485564487
14017,3,3,Evi2a,NA
14020,3,3,Evi5,284.6120389650592
14025,16,4+,Bcl11a,32.333007629890645
14026,0,0,Evl,189.7656092576994
14027,5,4+,Evpl,11.632322915221646
14028,0,0,Evx1,10.326088884981106
14029,0,0,Evx2,NA
14030,2,2,Ewsr1,2375.9852375664204
14038,1,1,Wfdc18,NA
14042,0,0,Ext1,124.36909203200926
14043,0,0,Ext2,104.52921876538736
140474,10,4+,Muc4,NA
140475,0,0,Bsnd,NA
140476,0,0,Strc,NA
140477,0,0,Dmbx1,13.925124845372489
14048,3,3,Eya1,13.760267515628051
140481,0,0,Man2a2,36.23916580370227
140482,0,0,Zfp358,68.16229875548215
140483,0,0,Hnmt,NA
140484,10,4+,Pofut1,90.79146463177668
140486,30,4+,Igf2bp1,2228.8025286390643
140488,8,4+,Igf2bp3,1818.9027632118327
140489,25,4+,Bhlhe23,4.997301131355169
14049,4,4+,Eya2,2.4832371478579716
140491,0,0,Ppp1r3a,NA
140492,0,0,Kcnn2,18.56170485671644
140493,3,3,Kcnn3,1.9472489056323772
140494,5,4+,Atp6v0a4,7.729863825827875
140497,0,0,Cd300c2,NA
140498,0,0,Rxfp2,NA
140499,22,4+,Ube2j2,663.6797034376341
14050,0,0,Eya3,195.6998369409203
140500,0,0,Acap3,78.11448877500068
14051,3,3,Eya4,17.14651605033433
140546,0,0,Eri3,308.368262933098
14055,21,4+,Ezh1,138.61488766541714
140557,14,4+,Smc1b,93.22784317723554
140559,1,1,Igsf8,314.6965664022899
14056,0,0,Ezh2,819.9175133039821
14057,0,0,Sfxn1,540.3519053481048
140570,0,0,Plxnb2,197.62468824207355
140571,0,0,Plxnb3,1.026994168048121
140577,12,4+,Ankrd6,142.23499292179363
140579,1,1,Elmo2,91.93785170848936
14058,13,4+,F10,NA
140580,0,0,Elmo1,42.07986680430864
14060,0,0,F13b,NA
14061,0,0,F2,3.462608614517303
14062,9,4+,F2r,744.1872578605764
140629,0,0,Ubox5,54.87832115201477
14063,18,4+,F2rl1,606.8373102102531
140630,1,1,Ube4a,203.8214536875445
14064,0,0,F2rl2,NA
14065,0,0,F2rl3,NA
14066,0,0,F3,32.82085188509879
14067,0,0,F5,26.31338236347092
14068,3,3,F7,NA
14069,0,0,F8,9.070657401846514
14070,0,0,F8a,91.49921247983563
140703,8,4+,Emid1,30.131407874867136
140709,7,4+,Col26a1,0.8126851194208818
14071,0,0,F9,NA
140721,2,2,Caskin2,42.14065356840181
140723,11,4+,Cacng5,NA
14073,5,4+,Faah,35.48672814431819
140740,0,0,Sec63,215.86699220027677
140741,0,0,Gpr6,NA
140742,8,4+,Sesn1,42.29678388336043
140743,12,4+,Rem2,9.25826842242641
140765,0,0,Tmprss3,2.230230982798501
14077,11,4+,Fabp3,551.4107325284159
140780,1,1,Bmp2k,65.33709097218464
140781,4,4+,Myh7,1.10822669720834
14079,2,2,Fabp2,5.620125049373212
140792,15,4+,Colec12,46.66265394212317
140795,0,0,P2ry14,2.0469541269415745
14080,0,0,Fabp1,3.3945657722341496
140806,0,0,Il25,2.3126318811328197
14081,0,0,Acsl1,101.6728264621483
140810,0,0,Ttbk2,62.44414183034538
14082,5,4+,Fadd,42.388234928336736
14083,2,2,Ptk2,360.1446968692325
14084,0,0,Faf1,315.3952101832346
14085,0,0,Fah,26.28074543814604
140858,2,2,Wdr5,1862.4827909434457
140859,0,0,Nek8,22.689453531739545
14086,22,4+,Fscn1,7737.361332811038
14087,4,4+,Fanca,58.50360323275252
14088,3,3,Fancc,28.252204857726827
140887,0,0,Lnx2,100.29712542540182
14089,1,1,Fap,NA
140904,0,0,Caln1,NA
140917,6,4+,Dclre1b,59.77344265535107
140918,0,0,Slc7a12,NA
140919,4,4+,Slc17a6,NA
14102,0,0,Fas,3.996323183760873
14103,1,1,Fasl,NA
14104,22,4+,Fasn,409.35261296147974
14105,0,0,Srsf10,1168.0042273044185
14106,0,0,Foxh1,8.66986121693617
14107,0,0,Fat1,600.8382969784625
14113,0,0,Fbl,1766.6254244266668
14114,5,4+,Fbln1,134.3659302277754
14115,7,4+,Fbln2,13.254939594079152
14118,0,0,Fbn1,14.040168614106708
14119,0,0,Fbn2,11.294193365794062
14120,8,4+,Fbp2,12.213817599710332
14121,3,3,Fbp1,9.162432385147309
14123,0,0,Fbrs,150.070028084757
14125,0,0,Fcer1a,NA
14126,0,0,Ms4a2,NA
14127,0,0,Fcer1g,5.033895036052096
14128,9,4+,Fcer2a,NA
14129,0,0,Fcgr1,NA
14130,8,4+,Fcgr2b,21.72425575464281
14131,18,4+,Fcgr3,NA
14132,10,4+,Fcgrt,28.336604783868108
14133,0,0,Fcna,NA
14134,0,0,Fcnb,NA
14137,0,0,Fdft1,1093.61385599891
14148,0,0,Fdx1,113.65866958740878
14149,0,0,Fdxr,8.982462519490792
14151,0,0,Fech,422.02990839180825
14154,22,4+,Fem1a,80.45740082236469
14155,0,0,Fem1b,1183.3722416455405
14156,3,3,Fen1,472.2937236344783
14158,0,0,Fer,138.27563817509147
14159,0,0,Fes,5.8464664605016186
14160,0,0,Lgr5,4.215672083688834
14161,0,0,Fga,NA
14163,0,0,Fgd1,256.12211500409546
14164,0,0,Fgf1,43.20718695805147
14165,0,0,Fgf10,22.481775484806427
14166,0,0,Fgf11,5.062513676245182
14167,4,4+,Fgf12,NA
14168,0,0,Fgf13,54.94156146318557
14169,0,0,Fgf14,NA
14170,0,0,Fgf15,92.78567602788856
14171,0,0,Fgf17,23.231344017751915
14172,0,0,Fgf18,9.472491423157177
14173,0,0,Fgf2,4.090988208490353
14174,19,4+,Fgf3,6.07795042677341
14175,13,4+,Fgf4,687.6152002292697
14176,0,0,Fgf5,34.81044043040115
14177,0,0,Fgf6,NA
14178,0,0,Fgf7,0.6536264415724836
14179,0,0,Fgf8,3.511909884328572
14180,0,0,Fgf9,NA
14181,0,0,Fgfbp1,93.059821137881
14182,0,0,Fgfr1,380.4543675489082
14183,0,0,Fgfr2,201.17434634960992
14184,0,0,Fgfr3,8.635150913375732
14186,0,0,Fgfr4,30.286111248765213
14187,2,2,Akr1b8,52.23933481027485
14190,0,0,Fgl2,6.782969534276599
14191,0,0,Fgr,19.073588262560406
14194,0,0,Fh1,131.42890035061498
14198,0,0,Fhit,1.6698410871105296
14199,0,0,Fhl1,505.36661317937205
14200,0,0,Fhl2,106.97557281388558
14201,0,0,Fhl3,18.764468680834888
14202,0,0,Fhl4,9.026345291081736
14204,7,4+,Il4i1,9.083151554546784
14205,0,0,Vegfd,36.50646912006753
14208,0,0,Ppm1g,1753.4798884457668
14211,9,4+,Smc2,1514.269766135462
14218,8,4+,Sh3pxd2a,306.74678546235396
14219,3,3,Ccn2,159.42075857545484
14221,0,0,Fjx1,93.871833152290435
14225,21,4+,Fkbp1a,8463.517899147262
14226,0,0,Fkbp1b,24.768990620529287
14227,0,0,Fkbp2,61.226127153335376
14228,24,4+,Fkbp4,6033.921201072501
14229,25,4+,Fkbp5,220.26973980194663
14230,2,2,Fkbp10,56.294350191749814
14231,0,0,Fkbp7,12.59998236385566
14232,2,2,Fkbp8,465.8675081072679
14233,5,4+,Foxi1,NA
14234,0,0,Foxc2,5.186079726512213
14235,0,0,Foxm1,189.53455596759628
14236,0,0,Foxn2,167.59257917687214
14237,0,0,Foxd4,NA
14238,0,0,Foxf2,4.35878778667777
14239,4,4+,Foxs1,NA
14240,0,0,Foxb2,NA
14241,0,0,Foxl1,NA
14245,0,0,Lpin1,67.314913426461
14247,0,0,Fli1,NA
14248,0,0,Flii,187.8705019186505
14251,12,4+,Flot1,78.5460842775505
14252,2,2,Flot2,143.08620657216278
14254,0,0,Flt1,160.19566538475237
14255,0,0,Flt3,1.2059937068990951
14256,7,4+,Flt3l,4.154336636336768
14257,0,0,Flt4,10.039555330237668
14260,2,2,Fmn1,13.665691742336318
14261,0,0,Fmo1,0.6751886285391271
14262,0,0,Fmo3,NA
14263,0,0,Fmo5,1.8928006791307903
14264,13,4+,Fmod,NA
14265,9,4+,Fmr1,290.9879501679548
14266,0,0,Aff2,NA
14268,0,0,Fn1,1202.5635013241351
142681,0,0,Slc34a3,5.76988905542472
142682,2,2,Zcchc14,91.69131519150083
142687,4,4+,Asb14,0.6042971049833339
142688,1,1,Asb13,45.96146987032687
14269,0,0,Fnbp1,726.9022187678929
14270,31,4+,Srgap2,305.9727853931136
14272,0,0,Fnta,604.118059552216
14275,4,4+,Folr1,327.33803053895605
14276,7,4+,Folr2,19.09831883842824
14281,5,4+,Fos,127.24511836948004
14282,10,4+,Fosb,198.13244495058805
14283,0,0,Fosl1,265.1883946662988
14284,0,0,Fosl2,238.55499305667905
14287,0,0,Fpgs,222.96540788242095
14289,0,0,Fpr2,NA
14290,0,0,Fpr-rs3,NA
14291,1,1,Fpr-rs4,NA
14293,0,0,Fpr1,NA
14294,1,1,Fpr3,NA
14296,0,0,Frat1,7.239170821214733
14297,5,4+,Fxn,88.93267485607467
142980,5,4+,Tlr3,3.1149369896103942
14299,0,0,Ncs1,119.70063796938086
14300,14,4+,Frg1,821.4323529963235
14302,0,0,Frk,12.889922663818092
14308,0,0,Fshb,NA
14309,0,0,Fshr,NA
14311,4,4+,Cidec,1.9097049009721936
14312,12,4+,Brd2,1650.8279878537458
14313,0,0,Fst,21.72255122668889
14314,15,4+,Fstl1,245.945795945248
14317,0,0,Ftcd,1.010439893770005
14319,8,4+,Fth1,3774.5320727215953
14325,5,4+,Ftl1,13.837610280433676
14339,0,0,Aktip,143.21703797239246
14343,0,0,Fut1,NA
14344,0,0,Fut2,NA
14345,0,0,Fut4,9.464076431766408
14346,2,2,Fut4-ps1,NA
14347,6,4+,Fut7,NA
14348,18,4+,Fut9,65.16771879621122
14349,0,0,Fv1,NA
14356,0,0,Timm10b,212.23505186950752
14357,0,0,Dtx1,32.46117381011648
14359,3,3,Fxr1,2431.4414776144117
14360,0,0,Fyn,157.22789785912926
14362,0,0,Fzd1,4.578748930965494
14365,10,4+,Fzd3,71.03362165112651
14366,0,0,Fzd4,16.666044176688846
14367,0,0,Fzd5,164.94109075759312
14368,0,0,Fzd6,41.821957923965535
14369,0,0,Fzd7,138.3929387994902
14370,32,4+,Fzd8,29.201676233673297
14371,0,0,Fzd9,4.400863986962925
14373,11,4+,G0s2,1.1920503868787378
14375,0,0,Xrcc6,110.46834196020556
14376,23,4+,Ganab,616.1833960689842
14377,0,0,G6pc1,NA
14378,2,2,G6pc2,NA
14380,0,0,G6pd2,1.0306490411909883
14381,0,0,G6pdx,348.74883937408407
14385,7,4+,Slc37a4,19.147891197080455
14387,13,4+,Gaa,167.1211761294295
14388,0,0,Gab1,2182.8673521661317
14389,0,0,Gab2,8.682500427712831
14390,0,0,Gabpa,377.25181240766995
14391,0,0,Gabpb1,271.2286764120602
14394,0,0,Gabra1,33.99143495875065
14395,0,0,Gabra2,3.225418322973453
14396,0,0,Gabra3,1.807518954561208
14397,0,0,Gabra4,16.23629057601429
14399,0,0,Gabra6,NA
14400,0,0,Gabrb1,NA
14401,0,0,Gabrb2,NA
14402,0,0,Gabrb3,88.33871942776166
14403,0,0,Gabrd,NA
14404,2,2,Gabre,10.133199857258212
14405,0,0,Gabrg1,0.8450908138304061
14406,5,4+,Gabrg2,NA
14407,0,0,Gabrg3,2.340249539613057
14408,0,0,Gabrr1,1.655046369844875
14409,0,0,Gabrr2,0.9656429852457552
14411,30,4+,Slc6a12,2.750093693023887
14412,0,0,Slc6a13,2.882387253354007
14415,0,0,Gad1,7.97896782205651
14417,0,0,Gad2,0.8843861161568161
